,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
2092,템페스트,2008-06-27,861000.0,861000.0,156.0,156.0,1.0,3.0,영국,,,드라마,데릭 저먼,"헤드코트 윌리엄스,칼 존슨"
2093,비터 스위트,,779000.0,779000.0,154.0,154.0,1.0,6.0,일본,,청소년관람불가,성인물(에로),메이케 미츠루,"코나츠,이시카와 히토시"
2094,아사노 타다노부 특별전-밝은미래,,884000.0,884000.0,154.0,154.0,1.0,16.0,일본,,,드라마,,
2095,애니충격전 매니아 섹션-오타와편,,739000.0,739000.0,154.0,154.0,3.0,9.0,기타,,,공포(호러),,
2096,미디어예술제 프로그램,,775000.0,775000.0,153.0,153.0,1.0,5.0,기타,,,,,
2097,실종,2007-02-16,1019000.0,1019000.0,153.0,153.0,1.0,27.0,미국,라인트리엔터테인먼트,15세관람가,드라마,마렉 카니브스카,"샤론 스톤,루퍼트 에버렛"
2098,바보와 천사,,741000.0,741000.0,152.0,152.0,1.0,3.0,미국,,,애니메이션,빌 플림톤,
2099,작가를 만나다-전계수,,724000.0,724000.0,152.0,152.0,1.0,1.0,한국,,,,,
2100,굿 바이+뱅크 잡+바디 오브 라이즈,2008-11-12,1590000.0,1590000.0,150.0,150.0,1.0,6.0,기타,,,기타,,
2101,뉴 코리안 웨이브,,743000.0,743000.0,149.0,149.0,1.0,5.0,한국,,,기타,,
2102,밤과 낮+시네토크,,1043000.0,1043000.0,149.0,149.0,1.0,1.0,한국,,,드라마,,
2103,장 르누아르 특별전-풀밭 위의 오찬,,770000.0,770000.0,149.0,149.0,1.0,2.0,프랑스,,,"멜로/로맨스,드라마,코미디",장 르누아르,
2104,가을비의 일기,,703000.0,703000.0,148.0,148.0,1.0,2.0,일본,,,드라마,사와이 신이치로,"요시나가 사유리,와타리 테츠야"
2105,국도20호선,,708000.0,708000.0,148.0,148.0,1.0,2.0,일본,,,드라마,카츠야 도미타,
2106,꽃과 뱀2,2008-03-27,974000.0,974000.0,148.0,148.0,1.0,41.0,일본,(주)부귀영화,청소년관람불가,"성인물(에로),드라마",이시이 다카시,"스기모토 아야,엔도 켄이치,시시도 조"
2107,"시네마정동-브레이브 원,니 다이어리,러시아워3",2007-10-11,1644000.0,1644000.0,148.0,148.0,1.0,7.0,,,,기타,,
2108,인디아나 존스4+걸스카우트+쿵푸팬더,2008-06-05,1620000.0,1620000.0,148.0,148.0,1.0,7.0,기타,,,기타,,
2109,하나이 사치코의 화려한 일생,,733000.0,733000.0,148.0,148.0,1.0,13.0,일본,,,코미디,메이케 미츠루,"쿠로다 에미,호타루 유키지로"
2110,희년,2008-06-28,826000.0,826000.0,148.0,148.0,1.0,3.0,영국,,,드라마,,
2111,"첫사랑, 지옥편",2008-04-22,805000.0,805000.0,147.0,147.0,1.0,3.0,일본,,,드라마,,
2112,백야의 결혼식,2008-10-22,844000.0,844000.0,145.0,145.0,1.0,3.0,아이슬란드,,,드라마,,힐미르 스네어 구오나손
2113,시네프랑스-세상의 모든 아침,2008-04-29,859000.0,859000.0,145.0,145.0,1.0,2.0,프랑스,,,"드라마,뮤지컬",,
2114,노스모킹,,794000.0,794000.0,144.0,144.0,1.0,3.0,프랑스,,,드라마,알랭 레네,"사빈느 아제마,피에르 아르디티"
2115,도시락,,714000.0,714000.0,144.0,144.0,1.0,5.0,일본,,,성인물(에로),이마오카 신지,하야시 유미카
2116,사랑에 눈뜨다,2007-09-14,942000.0,942000.0,144.0,144.0,1.0,24.0,일본,미디어소프트,청소년관람불가,"드라마,멜로/로맨스",아키 요코,"키카와다 마사야,구로타니 도모카"
2117,장 르누아르 특별전-나나,2008-03-01,738000.0,738000.0,144.0,144.0,1.0,2.0,프랑스,,,드라마,,
2118,2분 후,,715000.0,715000.0,143.0,143.0,1.0,2.0,미국,,,"어드벤처,코미디,스릴러",로버트 개스톤,"마이클 모리나,제시카 그레이엄"
2119,존 휴스턴 회고전-아프리카의 여왕,2008-03-15,730000.0,730000.0,143.0,143.0,1.0,5.0,미국,,,드라마,,
2120,"연공:안녕,사랑하는 모든 것+굿 바이+서양골동양과자점 앤티크",2008-11-13,1532000.0,1532000.0,142.0,142.0,1.0,7.0,기타,,,기타,,
2121,촉루성의 7인-레드버전,2008-11-06,1386000.0,1386000.0,142.0,142.0,1.0,43.0,일본,이오시바이,12세이상관람가,"액션,사극",이노우에 히데노리,"후루타 아라타,미즈노 미키,사토 히토미,사카이 마키"
2122,포비든 킹덤+나의 특별한 사랑이야기+워터호스,2008-04-24,1542000.0,1542000.0,142.0,142.0,1.0,6.0,기타,,,기타,,
2123,세상의 중심에서 사랑을 외치다,2004-10-08,697000.0,2010989500.0,141.0,315274.0,1.0,10.0,일본,(주)동아수출공사,12세관람가,멜로/로맨스,유키사다 이사오,"나가사와 마사미,오사와 타카오,시바사키 코우"
2124,스피드 레이서+아이언맨+페넬로피,2008-05-15,1530000.0,1530000.0,141.0,141.0,1.0,7.0,기타,,,기타,,
2125,AISFF2008 국제경쟁 1,,630000.0,630000.0,140.0,140.0,1.0,2.0,기타,,,기타,,
2126,브로큰 플라워,2005-12-08,814000.0,133279500.0,138.0,19359.0,1.0,15.0,미국,스폰지,18세관람가,코미디,짐 자무시,"빌 머레이,제프리 라이트,제시카 랭,샤론 스톤"
2127,윌로씨의 휴가,2008-07-01,809000.0,809000.0,138.0,138.0,1.0,11.0,프랑스,,,코미디,자크 타티,"자크 타티,나탈리 파스쿠드"
2128,존 휴스턴 회고전-용서받지 못할 자,,703000.0,703000.0,138.0,138.0,1.0,5.0,미국,,,드라마,존 휴스턴,"버트 랭커스터,오드리 헵번"
2129,뮤리엘,2008-10-15,742000.0,742000.0,137.0,137.0,1.0,3.0,이탈리아,,15세이상관람가,드라마,알랭 레네,
2130,발칙한시선 2부2섹션,2007-07-19,294000.0,294000.0,137.0,137.0,1.0,4.0,,,,기타,,
2131,아오이 유우의 편지,2008-06-05,946000.0,946000.0,137.0,137.0,1.0,4.0,일본,(주)그린피쉬픽쳐스,전체관람가,드라마,쿠마자와 나오토,"아오이 유우,미나미 카호"
2132,장 르누아르 특별전-강,2008-03-04,712000.0,712000.0,137.0,137.0,1.0,2.0,인도,,,드라마,,
2133,백팔~108,,643000.0,643000.0,136.0,136.0,1.0,2.0,일본,,,드라마,모리 요시타카,"사이토 요시키,나카무라 아오이"
2134,이브의 유혹 - 엔젤,2007-07-30,851000.0,851000.0,136.0,136.0,4.0,22.0,한국,(주)화인웍스,청소년관람불가,"스릴러,성인물(에로)",임경택,"정의갑,신소미,송주영,배진호,김상홍,문영동"
2135,젊은 영화제,2008-02-14,542000.0,542000.0,136.0,136.0,1.0,13.0,한국,,고등학생이상관람가,기타,,
2136,천상의 소녀,2006-02-02,618900.0,21307200.0,136.0,3219.0,1.0,2.0,아프카니스탄,(주)영화랑,12세관람가,드라마,세디그 바르막,"마리나 골바하리,아리프 헤라티"
2137,9월 단편 상상극장,,808000.0,808000.0,135.0,135.0,1.0,5.0,한국,,,드라마,,
2138,꼬방동네 사람들,1982-07-17,723000.0,723000.0,135.0,135.0,1.0,2.0,한국,,청소년관람불가,드라마,배창호,"김보연,김희라,안성기,홍성민,김지영"
2139,물이 없는 풀장,2008-04-22,763000.0,763000.0,135.0,135.0,1.0,10.0,일본,,,드라마,,
2140,사랑의 추구와 발견,2008-04-17,975500.0,975500.0,135.0,135.0,1.0,22.0,독일,(주)액티버스엔터테인먼트,15세이상관람가,"드라마,코미디,판타지",헬무트 디틀,"모리츠 블라이브트로이,알렉산드라 마리아 라라"
2141,서울아트시네마 애니충격 감독열전 12월- 어린이 왕국 편,2007-12-15,767000.0,767000.0,135.0,135.0,1.0,9.0,기타,,,기타,,
2142,스크랩 헤븐,,831000.0,831000.0,135.0,135.0,1.0,9.0,일본,,15세관람가,드라마,이상일,"카세 료,쿠리야마 치야키,오다기리 조"
2143,신기전+외톨이+황시,2008-09-18,1446000.0,1446000.0,135.0,135.0,1.0,7.0,기타,,,기타,,
2144,유혹,,658000.0,658000.0,135.0,135.0,1.0,17.0,일본,,,성인물(에로),사토 오사무,요시자와 아키호
2145,아가타와 끝없는 독서,2008-10-17,727000.0,727000.0,133.0,133.0,1.0,3.0,프랑스,,,드라마,,
2146,치한전차,,663000.0,663000.0,133.0,133.0,1.0,5.0,일본,,,"드라마,코미디",,
2147,귀향,,618000.0,618000.0,132.0,132.0,1.0,2.0,일본,,,드라마,하기우다 코지,"니시지마 히데토시,카타오카 레이코"
2148,해바라기,2006-11-23,797000.0,7835485400.0,132.0,1305024.0,2.0,50.0,한국,(주)쇼박스,15세이상관람가,"액션,드라마,가족,범죄",강석범,"김원진,김래원,김해숙,허이재,김정태,이승희,이준원,홍은표,홍의정,박철호,한정수,박종준,심인보,황인성,이란희,김택수,이후경,박병렬,박병렬,이소진,최영은,김지형,김우현,박성웅,김병옥,정은표,지대한,박은혜,이종윤"
2149,호타루,2002-01-17,798500.0,798500.0,132.0,132.0,1.0,5.0,일본,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,"드라마,멜로/로맨스",후루하타 야스오,"다카쿠라 켄,다나카 유코,나라오카 토모코,코바야시 넨지"
2150,나는 나를 파괴할 권리가 있다,2005-04-15,748000.0,8557000.0,131.0,1332.0,1.0,25.0,한국,무비즈엔터테인먼트㈜,15세관람가,드라마,전수일,"추상미,정보석,김영민,서용우"
2151,바디 오브 라이즈+공작부인+이글아이,2008-10-30,1412000.0,1412000.0,131.0,131.0,1.0,6.0,미국,,,드라마,,
2152,사랑의 도피,,751000.0,751000.0,131.0,131.0,1.0,6.0,프랑스,,,드라마,프랑수아 트뤼포,"장 피에르 레오,마리 프랑스 피지에"
2153,서커스단의 예술가들,2008-05-13,712000.0,712000.0,131.0,131.0,1.0,2.0,독일,,,드라마,,
2154,외출,2005-09-07,907000.0,4377147500.0,130.0,678916.0,1.0,4.0,한국,쇼이스트(주),18세관람가,멜로/로맨스,허진호,"배용준,손예진,김광일,류승수,이한위,전국환,유승목,곽수정,주부진"
2155,의식,,766000.0,766000.0,130.0,130.0,1.0,5.0,프랑스,,,"범죄,스릴러",끌로드 샤브롤,"이자벨 위페르,상드린 보네르"
2156,M+식객+바르게 살자,,1404000.0,1404000.0,129.0,129.0,1.0,4.0,한국,,,기타,,
2157,존 휴스턴 회고전-카지노 로얄,2008-03-15,656000.0,656000.0,129.0,129.0,1.0,5.0,미국,,,드라마,,
2158,"AISFF2008 믹스플래닛1:봉주르 , 프랑스",,578000.0,578000.0,128.0,128.0,1.0,1.0,프랑스,,,드라마,,
2159,개그맨,1989-06-24,690000.0,690000.0,128.0,128.0,1.0,2.0,한국,,고등학생이상관람가,"드라마,코미디",이명세,"안성기,황신혜,최종원"
2160,야쿠자,2008-08-10,661000.0,661000.0,128.0,128.0,1.0,4.0,일본,,,드라마,,
2161,"가라, 가라 두 번째 처녀",2008-04-22,721000.0,721000.0,127.0,127.0,1.0,7.0,일본,,,드라마,와카마츠 코지,"아키야마 미치오,코자쿠라 미미"
2162,"10,000BC+마이 블루베리 나이츠+연을 쫓는 아이",2008-03-13,1378000.0,1378000.0,126.0,126.0,1.0,6.0,기타,,,기타,,
2163,금발의 초원,2006-09-28,803000.0,38322000.0,126.0,5547.0,1.0,6.0,일본,(주)스폰지이엔티,12세관람가,멜로/로맨스,이누도 잇신,"이케와키 치즈루,이세야 유스케"
2164,"나니아 연대기-사자,마녀 그리고 옷장",2005-12-29,800000.0,13232904500.0,126.0,2168613.0,1.0,9.0,미국,브에나비스타인터내셔널코리아,전체관람가,"가족,어드벤처,판타지",앤드류 아담슨,"조지 헨리,스캔더 킨즈"
2165,늑대소녀,2008-11-12,596000.0,596000.0,126.0,126.0,1.0,2.0,일본,,,드라마,후카가와 요시히로,
2166,"시네마정동-만남의광장,죽어도해피엔딩,디스터비아",2007-08-30,1402000.0,1402000.0,126.0,126.0,1.0,6.0,기타,,,기타,,
2167,테이크 더 리드,2008-01-10,695000.0,695000.0,126.0,126.0,1.0,13.0,미국,(주)미로비젼,12세이상관람가,드라마,리즈 프리들랜더,"안토니오 반데라스,롭 브라운"
2168,AISFF2008 국제경쟁 5,,517000.0,517000.0,125.0,125.0,1.0,2.0,기타,,,기타,,
2169,그림자,2007-10-18,737500.0,737500.0,125.0,125.0,4.0,56.0,한국,(주)스폰지이엔티,15세이상관람가,"공포(호러),드라마","이정국,김민숙","전보영,이무생,송봉한,신용섭,강지혜,윤대성,정민욱,이웅,이헌용,이희준,최종률,오창경,강성원"
2170,모드 집에서의 하룻밤,,834000.0,834000.0,125.0,125.0,1.0,6.0,프랑스,,,드라마,에릭 로메르,
2171,분출기원 15세의 매춘부,2008-04-22,702000.0,702000.0,125.0,125.0,1.0,10.0,일본,,,드라마,,
2172,비키 상영 묶음4,2008-08-17,500000.0,500000.0,125.0,125.0,1.0,2.0,기타,,,기타,,
2173,"시네마정동-택시4,러브앤트러블,트랜스포머",2007-07-05,1400000.0,1400000.0,125.0,125.0,1.0,2.0,기타,,,기타,,
2174,연애사진,2004-04-09,625000.0,40222500.0,125.0,6185.0,1.0,4.0,일본,(주)스폰지이엔티,15세관람가,드라마,츠츠미 유키히코,"히로스에 료코,마츠다 류헤이"
2175,우리들의 행복한 시간,2006-09-14,616000.0,14938924000.0,125.0,2472160.0,2.0,18.0,한국,(주)프라임엔터테인먼트,15세관람가,드라마,송해성,"강동원,이나영,윤여정,김지영,최정우,조민기,강신일,권오훈,강선아,이훈진,김자영,정연주,지용석,김진희,김종길,이유진,이현배,이재진,오정세,김부선,최욱,정인기,김자영"
2176,나고야 살인사건,2007-08-09,936000.0,936000.0,124.0,124.0,1.0,14.0,일본,(주)프리미어엔터테인먼트,청소년관람불가,공포(호러),시라이시 코지,"사토 에리코,카토 하루히코"
2177,달콤한 열여섯,,632000.0,632000.0,124.0,124.0,1.0,16.0,미국,,15세이상관람가,드라마,"리처드 글랫저,워시 웨스트모어랜드","에밀리 리오스,제시 가르시아"
2178,임팩트섹션2 (2008 애니충격전),2008-11-17,590000.0,590000.0,124.0,124.0,2.0,5.0,기타,,,,,
2179,장 르누아르 특별전-황금마차,2008-03-09,620000.0,620000.0,123.0,123.0,1.0,2.0,이탈리아,,,,,
2180,헐크,2003-07-04,750000.0,750000.0,123.0,123.0,2.0,31.0,미국,UIP코리아,전체관람가,"액션,드라마,어드벤처",이안,"제니퍼 코넬리,에릭 바나"
2181,출산,,706000.0,706000.0,122.0,122.0,1.0,8.0,일본,,,다큐멘터리,가와세 나오미,가와세 나오미
2182,007 퀀텀 오브 솔러스+굿 바이+순정만화,2008-11-27,1304000.0,1304000.0,121.0,121.0,1.0,5.0,기타,,,기타,,
2183,3:10 투 유마 + 주노 + 어톤먼트,2008-02-21,1290000.0,1290000.0,121.0,121.0,1.0,6.0,기타,,,기타,,
2184,검은 드레스의 여자,,602000.0,602000.0,121.0,121.0,1.0,17.0,일본,,청소년관람불가,성인물(에로),제제 다카히사,"이토 타케시,사쿠라 모에"
2185,"나,너 그리고 우리",2007-02-08,846500.0,846500.0,121.0,121.0,1.0,2.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"멜로/로맨스,드라마,코미디,가족",라자 고스넬,"르네 루소,데니스 퀘이드"
2186,하우투 루즈 프렌즈+고고70+공작부인,2008-10-16,1334000.0,1334000.0,121.0,121.0,1.0,7.0,기타,,,기타,,
2187,더 벤치워머스,2007-01-18,840000.0,840000.0,120.0,120.0,1.0,3.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,코미디,데니스 듀간,"데이빗 스페이드,존 헤더,롭 슈나이더"
2188,블라인드 러브,,600000.0,600000.0,120.0,120.0,1.0,5.0,일본,,청소년관람불가,드라마,고토 다이스케,"코나츠,코타키 세이타"
2189,주말에 생긴 일,,598000.0,598000.0,120.0,120.0,1.0,2.0,미국,,,드라마,롭 윌리엄스,"크리스 칼리슬,조엘 해리슨"
2190,애니충격전 패밀리 섹션2-안시편,2007-10-04,544000.0,544000.0,119.0,119.0,1.0,3.0,기타,,,기타,,
2191,장 르누아르 특별전-지하세계,2008-03-01,599000.0,599000.0,119.0,119.0,1.0,3.0,프랑스,,,드라마,,
2192,정사의 이력서,2008-04-22,666000.0,666000.0,119.0,119.0,1.0,9.0,일본,,,드라마,,
2193,수영장,,696000.0,696000.0,118.0,118.0,1.0,2.0,프랑스,,,드라마,자크 드레이,"알랑 드롱,로미 슈나이더"
2194,싸이킥스,,358500.0,358500.0,118.0,118.0,1.0,16.0,한국,,,"애니메이션,어드벤처,SF",임병석,이선주
2195,차밍스쿨 & 볼룸댄스,2007-11-29,661500.0,661500.0,118.0,118.0,1.0,14.0,미국,(주)미로비젼,15세이상관람가,"코미디,멜로/로맨스",랜덜 밀러,"로버트 칼라일,마리사 토메이"
2196,천사의 황홀,2008-04-22,656000.0,656000.0,118.0,118.0,1.0,8.0,일본,,,드라마,,
2197,거미의 계략,1996-03-30,877000.0,877000.0,117.0,117.0,1.0,9.0,이탈리아,,연소자관람불가,"드라마,미스터리",베르나르도 베르톨루치,지울리오 브로지
2198,신의 아이들,,376000.0,376000.0,117.0,117.0,1.0,3.0,한국,,12세이상관람가,다큐멘터리,이승준,
2199,유럽횡단특급,2008-10-21,626000.0,626000.0,117.0,117.0,1.0,2.0,벨기에,,,드라마,,
2200,AISFF2008 국제경쟁 2,,506000.0,506000.0,116.0,116.0,1.0,2.0,기타,,,기타,,
2201,서울아트시네마 애니충격 감독열전,2007-10-26,672000.0,672000.0,116.0,116.0,1.0,7.0,기타,,,기타,,
2202,수라,2008-04-22,650000.0,650000.0,116.0,116.0,1.0,3.0,일본,,,드라마,,
2203,픽사 스토리,,577000.0,577000.0,116.0,116.0,1.0,2.0,기타,,,다큐멘터리,,
2204,사일런트 힐,2006-11-09,460000.0,1034020500.0,115.0,164093.0,1.0,12.0,미국,(주)미로비젼,18세관람가,"공포(호러),스릴러",크리스토프 갱스,"라다 미첼,로리 홀든"
2205,애니충격전 화이트 섹션2-동화,2008-03-06,512000.0,512000.0,115.0,115.0,3.0,12.0,기타,,,기타,,
2206,택시 투 더 다크 사이드,,230000.0,230000.0,115.0,115.0,1.0,2.0,미국,,,다큐멘터리,알렉스 기브니,알렉스 기브니
2207,황혼-몇살이 되어도 남자와 여자,2008-11-01,573000.0,573000.0,115.0,115.0,1.0,18.0,일본,,,성인물(에로),,
2208,거짓말하는 남자,,614000.0,614000.0,114.0,114.0,1.0,2.0,프랑스,,,드라마,,장-루이 트린티냥
2209,극사적 에로스,,626000.0,626000.0,114.0,114.0,1.0,3.0,일본,,12세이상관람가,다큐멘터리,하라 카즈오,"하라 카즈오,고바야시 사치코"
2210,비키 상영 묶음10,,456000.0,456000.0,114.0,114.0,1.0,2.0,기타,,,기타,,
2211,스타비스키,2008-10-16,609000.0,609000.0,114.0,114.0,1.0,3.0,이탈리아,,,드라마,,
2212,코끼리 이야기,,456000.0,456000.0,114.0,114.0,1.0,2.0,호주,,,"액션,어드벤처",마리오 앤드레치오,
2213,EIDF-대상수상작,2008-09-11,226000.0,226000.0,113.0,113.0,2.0,3.0,기타,,,다큐멘터리,,
2214,SIFF2008_장편경쟁3,,546000.0,546000.0,113.0,113.0,1.0,2.0,한국,,,다큐멘터리,,
2215,리벨리온,2008-08-01,725000.0,725000.0,112.0,112.0,1.0,29.0,러시아,,12세이상관람가,다큐멘터리,안드레이 네크라소프,알렉산더 리트비넨코
2216,식객 + 더 버터플라이 + 로스트 라이언즈,2007-11-08,1256000.0,1256000.0,112.0,112.0,1.0,6.0,기타,,,드라마,,
2217,SIFF2008_해외초청3,2008-12-12,540000.0,540000.0,111.0,111.0,1.0,2.0,미국,,,드라마,,
2218,존 휴스턴 회고전-물랭 루즈,2008-03-15,578000.0,578000.0,111.0,111.0,1.0,4.0,영국,,,드라마,,
2219,AISFF2008 국제경쟁 6,,466000.0,466000.0,110.0,110.0,1.0,2.0,기타,,,기타,,
2220,세브린느,1971-05-08,629000.0,629000.0,110.0,110.0,1.0,6.0,프랑스,,12세관람가,드라마,루이스 브뉘엘,"장 소렐,까뜨린느 드뇌브"
2221,존 휴스턴 회고전-비트 더 데블,2008-03-15,544000.0,544000.0,110.0,110.0,1.0,5.0,미국,,,드라마,,
2222,존 휴스턴 회고전-이구아나의 밤,2008-03-15,552000.0,552000.0,110.0,110.0,1.0,3.0,미국,,,드라마,,
2223,카트린느 드뇌브 특집,,757000.0,757000.0,110.0,110.0,1.0,15.0,프랑스,,,드라마,,
2224,부부의 거처,2008-06-10,613000.0,613000.0,109.0,109.0,1.0,6.0,프랑스,,,코미디,,
2225,아사노 타다노부 특별전-카페 뤼미에르,2008-03-20,652000.0,652000.0,109.0,109.0,1.0,6.0,일본,,,,,
2226,알레그로 논 트로포,,832000.0,832000.0,109.0,109.0,1.0,6.0,이탈리아,,,가족,브루노 바제토,
